Finalize,Verify,Follow-Up,Trapped Date,Is Import,Facility,Trap,Trap Is Offsite,Trapping Session Name,Target Species,Target Run,Trapping Session Comments,Fish ID,Count,Species,Run,Sex,Origin,Origin Expression,Origin Description,Origin Start Date,Origin End Date,Origin Creator,Origin Creation Date,Living Status,Length,Age Designation,Age Calculated,Age Criteria Start Length,Age Criteria End Length,Age Criteria Start Date,Age Criteria End Date,Moved To Facility,Moved To,Moved To Location Type,Moved To Is Offsite,Offsite Owner Facility,Offsite Location Latitude,Offsite Location Longitude,Offsite Location Description,Disposition,Release Site,Release Site Latitude,Release Site Longitude,Purpose,Existing Marks,Existing Marks Quantity,Applied Marks,Applied Marks Quantity,Existing Tags,Applied Tags,Existing CWT,Existing CWT Value,Applied CWT,Applied CWT Value,Existing PIT,Applied PIT,Samples,Conditions,Recap,Injected,Weight,Notes,Group Notes,Import Custom
FALSE,FALSE,TRUE,7/11/2022,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 07/11/2022 Imnaha River Weir 8:00 AM PST,Chinook,Spring,NA,315,1,Chinook,Spring,Female,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,740,Adult,TRUE,631,1300,1/1/2013,1/30/2030,Lookingglass Fish Hatchery,Imnaha Recycled Downstream,Release Site,FALSE,NA,NA,NA,NA,Released,Imnaha Recycled Downstream,45.5699996948242,-116.839996337891,Fisheries,AD,1,LOP,2,NA,NA,Present,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,TRUE,7/11/2022,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 07/11/2022 Imnaha River Weir 8:00 AM PST,Chinook,Spring,NA,316,1,Chinook,Spring,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,830,Adult,TRUE,631,1300,1/1/2013,1/30/2030,Lookingglass Fish Hatchery,LGH Imnaha Broodstock Holding,Holding,FALSE,NA,NA,NA,NA,Ponded,NA,NA,NA,Brood Stock,AD,1,NA,NA,NA,NA,Not Present,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA
FALSE,FALSE,TRUE,7/11/2022,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 07/11/2022 Imnaha River Weir 8:00 AM PST,Chinook,Spring,NA,317,1,Chinook,Spring,Male,Natural,Existing Unclipped [Mark UNC]  and Existing Coded Wire Tag-Not Present [Tag CWT-NP],Natural,NA,NA,Default,5/17/2017,Alive,720,Adult,TRUE,631,1300,1/1/2013,1/30/2030,Lookingglass Fish Hatchery,LGH Imnaha Broodstock Holding,Holding,FALSE,NA,NA,NA,NA,Ponded,NA,NA,NA,Brood Stock,UNC,1,NA,NA,NA,NA,Not Present,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA
FALSE,FALSE,TRUE,7/11/2022,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 07/11/2022 Imnaha River Weir 8:00 AM PST,Chinook,Spring,NA,318,1,Chinook,Spring,Female,Natural,Existing Unclipped [Mark UNC]  and Existing Coded Wire Tag-Not Present [Tag CWT-NP],Natural,NA,NA,Default,5/17/2017,Alive,760,Adult,TRUE,631,1300,1/1/2013,1/30/2030,Lookingglass Fish Hatchery,LGH Imnaha Broodstock Holding,Holding,FALSE,NA,NA,NA,NA,Ponded,NA,NA,NA,Brood Stock,UNC,1,NA,NA,NA,NA,Not Present,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA
FALSE,FALSE,TRUE,7/11/2022,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 07/11/2022 Imnaha River Weir 8:00 AM PST,Chinook,Spring,NA,319,1,Chinook,Spring,Female,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,750,Adult,TRUE,631,1300,1/1/2013,1/30/2030,Lookingglass Fish Hatchery,Imnaha Recycled Downstream,Release Site,FALSE,NA,NA,NA,NA,Released,Imnaha Recycled Downstream,45.5699996948242,-116.839996337891,Fisheries,AD,1,LOP,2,NA,NA,Present,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,TRUE,7/11/2022,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 07/11/2022 Imnaha River Weir 8:00 AM PST,Chinook,Spring,NA,320,1,Chinook,Spring,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,550,Jack/Jill,TRUE,400,630,1/1/2013,1/31/2030,Lookingglass Fish Hatchery,Imnaha Recycled Downstream,Release Site,FALSE,NA,NA,NA,NA,Released,Imnaha Recycled Downstream,45.5699996948242,-116.839996337891,Fisheries,AD,1,LOP,2,NA,NA,Not Present,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,TRUE,7/11/2022,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 07/11/2022 Imnaha River Weir 8:00 AM PST,Chinook,Spring,NA,321,1,Chinook,Spring,Female,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,700,Adult,TRUE,631,1300,1/1/2013,1/30/2030,Lookingglass Fish Hatchery,Imnaha Recycled Downstream,Release Site,FALSE,NA,NA,NA,NA,Released,Imnaha Recycled Downstream,45.5699996948242,-116.839996337891,Fisheries,AD,1,LOP,2,NA,NA,Present,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,TRUE,7/11/2022,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 07/11/2022 Imnaha River Weir 8:00 AM PST,Chinook,Spring,NA,322,1,Chinook,Spring,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,730,Adult,TRUE,631,1300,1/1/2013,1/30/2030,Lookingglass Fish Hatchery,Imnaha Recycled Downstream,Release Site,FALSE,NA,NA,NA,NA,Released,Imnaha Recycled Downstream,45.5699996948242,-116.839996337891,Fisheries,AD,1,LOP,2,NA,NA,Present,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,TRUE,7/11/2022,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 07/11/2022 Imnaha River Weir 8:00 AM PST,Chinook,Spring,NA,323,1,Chinook,Spring,Male,Natural,Existing Unclipped [Mark UNC]  and Existing Coded Wire Tag-Not Present [Tag CWT-NP],Natural,NA,NA,Default,5/17/2017,Alive,630,Jack/Jill,TRUE,400,630,1/1/2013,1/31/2030,Lookingglass Fish Hatchery,LGH Imnaha Broodstock Holding,Holding,FALSE,NA,NA,NA,NA,Ponded,NA,NA,NA,Brood Stock,UNC,1,NA,NA,NA,NA,Not Present,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,TRUE,7/11/2022,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 07/11/2022 Imnaha River Weir 8:00 AM PST,Chinook,Spring,NA,324,1,Chinook,Spring,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,760,Adult,TRUE,631,1300,1/1/2013,1/30/2030,Lookingglass Fish Hatchery,Imnaha Recycled Downstream,Release Site,FALSE,NA,NA,NA,NA,Released,Imnaha Recycled Downstream,45.5699996948242,-116.839996337891,Fisheries,AD,1,LOP,2,NA,NA,Present,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,TRUE,7/11/2022,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 07/11/2022 Imnaha River Weir 8:00 AM PST,Chinook,Spring,NA,325,1,Chinook,Spring,Female,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,720,Adult,TRUE,631,1300,1/1/2013,1/30/2030,Lookingglass Fish Hatchery,Imnaha Recycled Downstream,Release Site,FALSE,NA,NA,NA,NA,Released,Imnaha Recycled Downstream,45.5699996948242,-116.839996337891,Fisheries,AD,1,LOP,2,NA,NA,Present,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,TRUE,7/11/2022,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 07/11/2022 Imnaha River Weir 8:00 AM PST,Chinook,Spring,NA,326,1,Chinook,Spring,Female,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,750,Adult,TRUE,631,1300,1/1/2013,1/30/2030,Lookingglass Fish Hatchery,Imnaha Recycled Downstream,Release Site,FALSE,NA,NA,NA,NA,Released,Imnaha Recycled Downstream,45.5699996948242,-116.839996337891,Fisheries,AD,1,LOP,2,NA,NA,Present,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,TRUE,7/11/2022,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 07/11/2022 Imnaha River Weir 8:00 AM PST,Chinook,Spring,NA,327,1,Chinook,Spring,Female,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,700,Adult,TRUE,631,1300,1/1/2013,1/30/2030,Lookingglass Fish Hatchery,Imnaha Recycled Downstream,Release Site,FALSE,NA,NA,NA,NA,Released,Imnaha Recycled Downstream,45.5699996948242,-116.839996337891,Fisheries,"AD, LOP","1, 2",NA,NA,NA,NA,Present,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA
FALSE,FALSE,TRUE,7/11/2022,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 07/11/2022 Imnaha River Weir 8:00 AM PST,Chinook,Spring,NA,328,1,Chinook,Spring,Female,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,762,Adult,TRUE,631,1300,1/1/2013,1/30/2030,Lookingglass Fish Hatchery,Imnaha Recycled Downstream,Release Site,FALSE,NA,NA,NA,NA,Released,Imnaha Recycled Downstream,45.5699996948242,-116.839996337891,Fisheries,"AD, LOP","1, 2",NA,NA,NA,NA,Present,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA
FALSE,FALSE,TRUE,7/11/2022,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 07/11/2022 Imnaha River Weir 8:00 AM PST,Chinook,Spring,NA,329,1,Chinook,Spring,Female,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,685,Adult,TRUE,631,1300,1/1/2013,1/30/2030,Lookingglass Fish Hatchery,Imnaha Recycled Downstream,Release Site,FALSE,NA,NA,NA,NA,Released,Imnaha Recycled Downstream,45.5699996948242,-116.839996337891,Fisheries,AD,1,LOP,2,NA,NA,Present,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,TRUE,7/11/2022,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 07/11/2022 Imnaha River Weir 8:00 AM PST,Chinook,Spring,NA,330,1,Chinook,Spring,Female,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,732,Adult,TRUE,631,1300,1/1/2013,1/30/2030,Lookingglass Fish Hatchery,Imnaha Recycled Downstream,Release Site,FALSE,NA,NA,NA,NA,Released,Imnaha Recycled Downstream,45.5699996948242,-116.839996337891,Fisheries,"AD, LOP","1, 2",NA,NA,NA,NA,Present,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA
FALSE,FALSE,TRUE,7/11/2022,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 07/11/2022 Imnaha River Weir 8:00 AM PST,Chinook,Spring,NA,331,1,Chinook,Spring,Female,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,780,Adult,TRUE,631,1300,1/1/2013,1/30/2030,Lookingglass Fish Hatchery,Imnaha Recycled Downstream,Release Site,FALSE,NA,NA,NA,NA,Released,Imnaha Recycled Downstream,45.5699996948242,-116.839996337891,Fisheries,AD,1,LOP,2,NA,NA,Present,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,TRUE,7/11/2022,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 07/11/2022 Imnaha River Weir 8:00 AM PST,Chinook,Spring,NA,332,1,Chinook,Spring,Female,Natural,Existing Unclipped [Mark UNC]  and Existing Coded Wire Tag-Not Present [Tag CWT-NP],Natural,NA,NA,Default,5/17/2017,Alive,725,Adult,TRUE,631,1300,1/1/2013,1/30/2030,Lookingglass Fish Hatchery,LGH Imnaha Broodstock Holding,Holding,FALSE,NA,NA,NA,NA,Ponded,NA,NA,NA,Brood Stock,UNC,1,NA,NA,NA,NA,Not Present,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA
FALSE,FALSE,TRUE,7/11/2022,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 07/11/2022 Imnaha River Weir 8:00 AM PST,Chinook,Spring,NA,333,1,Chinook,Spring,Female,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,830,Adult,TRUE,631,1300,1/1/2013,1/30/2030,Lookingglass Fish Hatchery,Above Imnaha Weir,Release Site,FALSE,NA,NA,NA,NA,Released,Above Imnaha Weir,45.189998626709,-116.870002746582,Natural Spawning,AD,1,ROP,1,NA,NA,Present,NA,NA,NA,NA,NA,GEN 333,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,TRUE,7/11/2022,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 07/11/2022 Imnaha River Weir 8:00 AM PST,Chinook,Spring,NA,334,1,Chinook,Spring,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,770,Adult,TRUE,631,1300,1/1/2013,1/30/2030,Lookingglass Fish Hatchery,Imnaha Recycled Downstream,Release Site,FALSE,NA,NA,NA,NA,Released,Imnaha Recycled Downstream,45.5699996948242,-116.839996337891,Fisheries,AD,1,LOP,2,NA,NA,Present,NA,NA,NA,3DD.003D3A518B,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,TRUE,7/11/2022,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 07/11/2022 Imnaha River Weir 8:00 AM PST,Chinook,Spring,NA,335,1,Chinook,Spring,Female,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,675,Adult,TRUE,631,1300,1/1/2013,1/30/2030,Lookingglass Fish Hatchery,Imnaha Recycled Downstream,Release Site,FALSE,NA,NA,NA,NA,Released,Imnaha Recycled Downstream,45.5699996948242,-116.839996337891,Fisheries,AD,1,LOP,2,NA,NA,Present,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,TRUE,7/11/2022,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 07/11/2022 Imnaha River Weir 8:00 AM PST,Chinook,Spring,NA,336,1,Chinook,Spring,Female,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,780,Adult,TRUE,631,1300,1/1/2013,1/30/2030,Lookingglass Fish Hatchery,Imnaha Recycled Downstream,Release Site,FALSE,NA,NA,NA,NA,Released,Imnaha Recycled Downstream,45.5699996948242,-116.839996337891,Fisheries,AD,1,LOP,2,NA,NA,Present,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,TRUE,7/11/2022,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 07/11/2022 Imnaha River Weir 8:00 AM PST,Chinook,Spring,NA,337,1,Chinook,Spring,Female,Natural,Existing Unclipped [Mark UNC]  and Existing Coded Wire Tag-Not Present [Tag CWT-NP],Natural,NA,NA,Default,5/17/2017,Alive,780,Adult,TRUE,631,1300,1/1/2013,1/30/2030,Lookingglass Fish Hatchery,LGH Imnaha Broodstock Holding,Holding,FALSE,NA,NA,NA,NA,Ponded,NA,NA,NA,Brood Stock,UNC,1,NA,NA,NA,NA,Not Present,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA
FALSE,FALSE,TRUE,7/11/2022,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 07/11/2022 Imnaha River Weir 8:00 AM PST,Chinook,Spring,NA,338,1,Chinook,Spring,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,545,Jack/Jill,TRUE,400,630,1/1/2013,1/31/2030,Lookingglass Fish Hatchery,Imnaha Recycled Downstream,Release Site,FALSE,NA,NA,NA,NA,Released,Imnaha Recycled Downstream,45.5699996948242,-116.839996337891,Fisheries,AD,1,LOP,2,NA,NA,Not Present,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,TRUE,7/11/2022,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 07/11/2022 Imnaha River Weir 8:00 AM PST,Chinook,Spring,NA,339,1,Chinook,Spring,Female,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,745,Adult,TRUE,631,1300,1/1/2013,1/30/2030,Lookingglass Fish Hatchery,Imnaha Recycled Downstream,Release Site,FALSE,NA,NA,NA,NA,Released,Imnaha Recycled Downstream,45.5699996948242,-116.839996337891,Fisheries,AD,1,LOP,2,NA,NA,Present,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,TRUE,7/11/2022,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 07/11/2022 Imnaha River Weir 8:00 AM PST,Chinook,Spring,NA,340,1,Chinook,Spring,Female,Natural,Existing Unclipped [Mark UNC]  and Existing Coded Wire Tag-Not Present [Tag CWT-NP],Natural,NA,NA,Default,5/17/2017,Alive,720,Adult,TRUE,631,1300,1/1/2013,1/30/2030,Lookingglass Fish Hatchery,LGH Imnaha Broodstock Holding,Holding,FALSE,NA,NA,NA,NA,Ponded,NA,NA,NA,Brood Stock,UNC,1,NA,NA,NA,NA,Not Present,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA
FALSE,FALSE,TRUE,7/11/2022,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 07/11/2022 Imnaha River Weir 8:00 AM PST,Chinook,Spring,NA,341,1,Chinook,Spring,Female,Natural,Existing Unclipped [Mark UNC]  and Existing Coded Wire Tag-Not Present [Tag CWT-NP],Natural,NA,NA,Default,5/17/2017,Alive,750,Adult,TRUE,631,1300,1/1/2013,1/30/2030,Lookingglass Fish Hatchery,LGH Imnaha Broodstock Holding,Holding,FALSE,NA,NA,NA,NA,Ponded,NA,NA,NA,Brood Stock,UNC,1,NA,NA,NA,NA,Not Present,NA,NA,NA,3DD.0077BA5AC4,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA
FALSE,FALSE,TRUE,7/11/2022,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 07/11/2022 Imnaha River Weir 8:00 AM PST,Chinook,Spring,NA,342,1,Chinook,Spring,Female,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,745,Adult,TRUE,631,1300,1/1/2013,1/30/2030,Lookingglass Fish Hatchery,Imnaha Recycled Downstream,Release Site,FALSE,NA,NA,NA,NA,Released,Imnaha Recycled Downstream,45.5699996948242,-116.839996337891,Fisheries,"AD, LOP","1, 2",NA,NA,NA,NA,Present,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA
FALSE,FALSE,TRUE,7/11/2022,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 07/11/2022 Imnaha River Weir 8:00 AM PST,Chinook,Spring,NA,343,1,Chinook,Spring,Female,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,735,Adult,TRUE,631,1300,1/1/2013,1/30/2030,Lookingglass Fish Hatchery,Imnaha Recycled Downstream,Release Site,FALSE,NA,NA,NA,NA,Released,Imnaha Recycled Downstream,45.5699996948242,-116.839996337891,Fisheries,AD,1,LOP,2,NA,NA,Not Present,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,TRUE,7/11/2022,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 07/11/2022 Imnaha River Weir 8:00 AM PST,Chinook,Spring,NA,344,1,Chinook,Spring,Female,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,775,Adult,TRUE,631,1300,1/1/2013,1/30/2030,Lookingglass Fish Hatchery,Imnaha Recycled Downstream,Release Site,FALSE,NA,NA,NA,NA,Released,Imnaha Recycled Downstream,45.5699996948242,-116.839996337891,Fisheries,AD,1,LOP,2,NA,NA,Present,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,TRUE,7/11/2022,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 07/11/2022 Imnaha River Weir 8:00 AM PST,Chinook,Spring,NA,345,1,Chinook,Spring,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,430,Jack/Jill,TRUE,400,630,1/1/2013,1/31/2030,Lookingglass Fish Hatchery,Imnaha Recycled Downstream,Release Site,FALSE,NA,NA,NA,NA,Released,Imnaha Recycled Downstream,45.5699996948242,-116.839996337891,Fisheries,AD,1,LOP,2,NA,NA,Not Present,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,TRUE,7/11/2022,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 07/11/2022 Imnaha River Weir 8:00 AM PST,Chinook,Spring,NA,346,1,Chinook,Spring,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,435,Jack/Jill,TRUE,400,630,1/1/2013,1/31/2030,Lookingglass Fish Hatchery,Imnaha Recycled Downstream,Release Site,FALSE,NA,NA,NA,NA,Released,Imnaha Recycled Downstream,45.5699996948242,-116.839996337891,Fisheries,AD,1,LOP,2,NA,NA,Not Present,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,TRUE,7/11/2022,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 07/11/2022 Imnaha River Weir 8:00 AM PST,Chinook,Spring,NA,347,1,Chinook,Spring,Female,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,725,Adult,TRUE,631,1300,1/1/2013,1/30/2030,Lookingglass Fish Hatchery,Imnaha Recycled Downstream,Release Site,FALSE,NA,NA,NA,NA,Released,Imnaha Recycled Downstream,45.5699996948242,-116.839996337891,Fisheries,AD,1,LOP,2,NA,NA,Present,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,Right side puncture,NA,NA
FALSE,FALSE,TRUE,7/11/2022,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 07/11/2022 Imnaha River Weir 8:00 AM PST,Chinook,Spring,NA,348,1,Chinook,Spring,Female,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,761,Adult,TRUE,631,1300,1/1/2013,1/30/2030,Lookingglass Fish Hatchery,Imnaha Recycled Downstream,Release Site,FALSE,NA,NA,NA,NA,Released,Imnaha Recycled Downstream,45.5699996948242,-116.839996337891,Fisheries,AD,1,LOP,2,NA,NA,Not Present,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,TRUE,7/11/2022,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 07/11/2022 Imnaha River Weir 8:00 AM PST,Chinook,Spring,NA,349,1,Chinook,Spring,Female,Natural,Existing Unclipped [Mark UNC]  and Existing Coded Wire Tag-Not Present [Tag CWT-NP],Natural,NA,NA,Default,5/17/2017,Alive,840,Adult,TRUE,631,1300,1/1/2013,1/30/2030,Lookingglass Fish Hatchery,LGH Imnaha Broodstock Holding,Holding,FALSE,NA,NA,NA,NA,Ponded,NA,NA,NA,Brood Stock,UNC,1,NA,NA,NA,NA,Not Present,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA
FALSE,FALSE,TRUE,7/11/2022,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 07/11/2022 Imnaha River Weir 8:00 AM PST,Chinook,Spring,NA,350,1,Chinook,Spring,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,745,Adult,TRUE,631,1300,1/1/2013,1/30/2030,Lookingglass Fish Hatchery,LGH Imnaha Broodstock Holding,Holding,FALSE,NA,NA,NA,NA,Ponded,NA,NA,NA,Brood Stock,AD,1,NA,NA,NA,NA,Not Present,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA
